Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/v0/teas/5780,1,0,275.9136660024524,275.9136660024524,275.9136660024524,275.9136660024524,127.0,0.016810592220491145,0.0,280,280,280,280,280,280,280,280,280,280,280
GET,/api/v0/teas/5839,1,0,7.646124984603375,7.646124984603375,7.646124984603375,7.646124984603375,128.0,0.016810592220491145,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/api/v0/teas/5887,1,0,7.963624986587092,7.963624986587092,7.963624986587092,7.963624986587092,139.0,0.016810592220491145,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/api/v0/teas/59,1,0,31.806791987037286,31.806791987037286,31.806791987037286,31.806791987037286,124.0,0.016810592220491145,0.0,32,32,32,32,32,32,32,32,32,32,32
GET,/api/v0/teas/5925,1,0,47.0440830104053,47.0440830104053,47.0440830104053,47.0440830104053,128.0,0.016810592220491145,0.0,47,47,47,47,47,47,47,47,47,47,47
GET,/api/v0/teas/594,1,0,163.6538750026375,163.6538750026375,163.6538750026375,163.6538750026375,126.0,0.016810592220491145,0.0,160,160,160,160,160,160,160,160,160,160,160
GET,/api/v0/teas/5941,1,0,34.912167000584304,34.912167000584304,34.912167000584304,34.912167000584304,128.0,0.016810592220491145,0.0,35,35,35,35,35,35,35,35,35,35,35
GET,/api/v0/teas/5949,1,0,9.443874994758517,9.443874994758517,9.443874994758517,9.443874994758517,131.0,0.016810592220491145,0.0,9,9,9,9,9,9,9,9,9,9,9
GET,/api/v0/teas/5981,1,0,7.580666017020121,7.580666017020121,7.580666017020121,7.580666017020121,134.0,0.016810592220491145,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/api/v0/teas/6111,1,0,54.88675000378862,54.88675000378862,54.88675000378862,54.88675000378862,130.0,0.016810592220491145,0.0,55,55,55,55,55,55,55,55,55,55,55
GET,/api/v0/teas/6125,1,0,169.77054200833663,169.77054200833663,169.77054200833663,169.77054200833663,131.0,0.016810592220491145,0.0,170,170,170,170,170,170,170,170,170,170,170
GET,/api/v0/teas/6149,1,0,7.907291001174599,7.907291001174599,7.907291001174599,7.907291001174599,129.0,0.016810592220491145,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/api/v0/teas/6250,1,0,8.297499996842816,8.297499996842816,8.297499996842816,8.297499996842816,131.0,0.016810592220491145,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/api/v0/teas/6265,1,0,180.83154101623222,180.83154101623222,180.83154101623222,180.83154101623222,128.0,0.016810592220491145,0.0,180,180,180,180,180,180,180,180,180,180,180
GET,/api/v0/teas/6416,1,0,29.969791998155415,29.969791998155415,29.969791998155415,29.969791998155415,130.0,0.016810592220491145,0.0,30,30,30,30,30,30,30,30,30,30,30
GET,/api/v0/teas/6425,1,0,10.259958013193682,10.259958013193682,10.259958013193682,10.259958013193682,127.0,0.016810592220491145,0.0,10,10,10,10,10,10,10,10,10,10,10
GET,/api/v0/teas/652,1,0,20.57712498935871,20.57712498935871,20.57712498935871,20.57712498935871,129.0,0.016810592220491145,0.0,21,21,21,21,21,21,21,21,21,21,21
GET,/api/v0/teas/6545,1,0,39.17441700468771,39.17441700468771,39.17441700468771,39.17441700468771,127.0,0.016810592220491145,0.0,39,39,39,39,39,39,39,39,39,39,39
GET,/api/v0/teas/6565,1,0,9.144292009295896,9.144292009295896,9.144292009295896,9.144292009295896,128.0,0.016810592220491145,0.0,9,9,9,9,9,9,9,9,9,9,9
GET,/api/v0/teas/6599,1,0,46.19529101182707,46.19529101182707,46.19529101182707,46.19529101182707,132.0,0.016810592220491145,0.0,46,46,46,46,46,46,46,46,46,46,46
GET,/api/v0/teas/6610,1,0,17.894541000714526,17.894541000714526,17.894541000714526,17.894541000714526,127.0,0.016810592220491145,0.0,18,18,18,18,18,18,18,18,18,18,18
GET,/api/v0/teas/662,1,0,9.681291994638741,9.681291994638741,9.681291994638741,9.681291994638741,127.0,0.016810592220491145,0.0,10,10,10,10,10,10,10,10,10,10,10
GET,/api/v0/teas/6687,1,0,11.713583022356033,11.713583022356033,11.713583022356033,11.713583022356033,128.0,0.016810592220491145,0.0,12,12,12,12,12,12,12,12,12,12,12
GET,/api/v0/teas/6754,1,0,10.168875014642254,10.168875014642254,10.168875014642254,10.168875014642254,134.0,0.016810592220491145,0.0,10,10,10,10,10,10,10,10,10,10,10
GET,/api/v0/teas/6764,1,0,8.627292001619935,8.627292001619935,8.627292001619935,8.627292001619935,128.0,0.016810592220491145,0.0,9,9,9,9,9,9,9,9,9,9,9
GET,/api/v0/teas/6837,1,0,162.33945899875835,162.33945899875835,162.33945899875835,162.33945899875835,127.0,0.016810592220491145,0.0,160,160,160,160,160,160,160,160,160,160,160
GET,/api/v0/teas/6924,1,0,8.400416991207749,8.400416991207749,8.400416991207749,8.400416991207749,130.0,0.016810592220491145,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/api/v0/teas/6940,1,0,111.09754099743441,111.09754099743441,111.09754099743441,111.09754099743441,128.0,0.016810592220491145,0.0,110,110,110,110,110,110,110,110,110,110,110
GET,/api/v0/teas/6955,1,0,38.549792021512985,38.549792021512985,38.549792021512985,38.549792021512985,128.0,0.016810592220491145,0.0,39,39,39,39,39,39,39,39,39,39,39
GET,/api/v0/teas/7024,1,0,8.29699999303557,8.29699999303557,8.29699999303557,8.29699999303557,131.0,0.016810592220491145,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/api/v0/teas/7030,1,0,7.453583006281406,7.453583006281406,7.453583006281406,7.453583006281406,128.0,0.016810592220491145,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/api/v0/teas/7045,1,0,174.36575001920573,174.36575001920573,174.36575001920573,174.36575001920573,136.0,0.016810592220491145,0.0,170,170,170,170,170,170,170,170,170,170,170
GET,/api/v0/teas/7063,1,0,94.55966699169949,94.55966699169949,94.55966699169949,94.55966699169949,136.0,0.016810592220491145,0.0,95,95,95,95,95,95,95,95,95,95,95
GET,/api/v0/teas/7132,1,0,12.279082991881296,12.279082991881296,12.279082991881296,12.279082991881296,132.0,0.016810592220491145,0.0,12,12,12,12,12,12,12,12,12,12,12
GET,/api/v0/teas/7135,1,0,130.89066598331556,130.89066598331556,130.89066598331556,130.89066598331556,127.0,0.016810592220491145,0.0,130,130,130,130,130,130,130,130,130,130,130
GET,/api/v0/teas/7200,1,0,106.2819579965435,106.2819579965435,106.2819579965435,106.2819579965435,129.0,0.016810592220491145,0.0,110,110,110,110,110,110,110,110,110,110,110
GET,/api/v0/teas/7212,1,0,30.615374998888,30.615374998888,30.615374998888,30.615374998888,132.0,0.016810592220491145,0.0,31,31,31,31,31,31,31,31,31,31,31
GET,/api/v0/teas/7220,1,0,11.926667008083314,11.926667008083314,11.926667008083314,11.926667008083314,126.0,0.016810592220491145,0.0,12,12,12,12,12,12,12,12,12,12,12
GET,/api/v0/teas/7224,1,0,64.31124999653548,64.31124999653548,64.31124999653548,64.31124999653548,129.0,0.016810592220491145,0.0,64,64,64,64,64,64,64,64,64,64,64
GET,/api/v0/teas/7319,1,0,19.915249984478578,19.915249984478578,19.915249984478578,19.915249984478578,134.0,0.016810592220491145,0.0,20,20,20,20,20,20,20,20,20,20,20
GET,/api/v0/teas/7332,1,0,15.293167001800612,15.293167001800612,15.293167001800612,15.293167001800612,128.0,0.016810592220491145,0.0,15,15,15,15,15,15,15,15,15,15,15
GET,/api/v0/teas/7349,1,0,7.780124986311421,7.780124986311421,7.780124986311421,7.780124986311421,127.0,0.016810592220491145,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/api/v0/teas/7366,1,0,13.254374993266538,13.254374993266538,13.254374993266538,13.254374993266538,136.0,0.016810592220491145,0.0,13,13,13,13,13,13,13,13,13,13,13
GET,/api/v0/teas/7380,1,0,18.985833012266085,18.985833012266085,18.985833012266085,18.985833012266085,129.0,0.016810592220491145,0.0,19,19,19,19,19,19,19,19,19,19,19
GET,/api/v0/teas/7402,1,0,163.96350000286475,163.96350000286475,163.96350000286475,163.96350000286475,132.0,0.016810592220491145,0.0,160,160,160,160,160,160,160,160,160,160,160
GET,/api/v0/teas/7405,1,0,22.204667009646073,22.204667009646073,22.204667009646073,22.204667009646073,126.0,0.016810592220491145,0.0,22,22,22,22,22,22,22,22,22,22,22
GET,/api/v0/teas/7407,1,0,11.674624984152615,11.674624984152615,11.674624984152615,11.674624984152615,127.0,0.016810592220491145,0.0,12,12,12,12,12,12,12,12,12,12,12
GET,/api/v0/teas/7467,1,0,16.47408402641304,16.47408402641304,16.47408402641304,16.47408402641304,136.0,0.016810592220491145,0.0,16,16,16,16,16,16,16,16,16,16,16
GET,/api/v0/teas/7506,1,0,235.088707995601,235.088707995601,235.088707995601,235.088707995601,129.0,0.016810592220491145,0.0,240,240,240,240,240,240,240,240,240,240,240
GET,/api/v0/teas/7512,1,0,18.181250023189932,18.181250023189932,18.181250023189932,18.181250023189932,129.0,0.016810592220491145,0.0,18,18,18,18,18,18,18,18,18,18,18
GET,/api/v0/teas/7514,1,0,8.786416990915313,8.786416990915313,8.786416990915313,8.786416990915313,127.0,0.016810592220491145,0.0,9,9,9,9,9,9,9,9,9,9,9
GET,/api/v0/teas/7577,1,0,9.904250007821247,9.904250007821247,9.904250007821247,9.904250007821247,132.0,0.016810592220491145,0.0,10,10,10,10,10,10,10,10,10,10,10
GET,/api/v0/teas/7620,1,0,131.0856659838464,131.0856659838464,131.0856659838464,131.0856659838464,129.0,0.016810592220491145,0.0,130,130,130,130,130,130,130,130,130,130,130
GET,/api/v0/teas/763,1,0,181.93483399227262,181.93483399227262,181.93483399227262,181.93483399227262,138.0,0.016810592220491145,0.0,180,180,180,180,180,180,180,180,180,180,180
GET,/api/v0/teas/7657,1,0,23.501707997638732,23.501707997638732,23.501707997638732,23.501707997638732,128.0,0.016810592220491145,0.0,24,24,24,24,24,24,24,24,24,24,24
GET,/api/v0/teas/7659,1,0,30.296583980089054,30.296583980089054,30.296583980089054,30.296583980089054,129.0,0.016810592220491145,0.0,30,30,30,30,30,30,30,30,30,30,30
GET,/api/v0/teas/7687,1,0,13.80983300623484,13.80983300623484,13.80983300623484,13.80983300623484,129.0,0.016810592220491145,0.0,14,14,14,14,14,14,14,14,14,14,14
GET,/api/v0/teas/7756,1,0,8.0713749921415,8.0713749921415,8.0713749921415,8.0713749921415,128.0,0.016810592220491145,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/api/v0/teas/7765,1,0,182.21050000283867,182.21050000283867,182.21050000283867,182.21050000283867,128.0,0.016810592220491145,0.0,180,180,180,180,180,180,180,180,180,180,180
GET,/api/v0/teas/7847,1,0,69.33512500836514,69.33512500836514,69.33512500836514,69.33512500836514,137.0,0.016810592220491145,0.0,69,69,69,69,69,69,69,69,69,69,69
GET,/api/v0/teas/7896,1,0,88.04079200490378,88.04079200490378,88.04079200490378,88.04079200490378,131.0,0.016810592220491145,0.0,88,88,88,88,88,88,88,88,88,88,88
GET,/api/v0/teas/7951,1,0,102.346875006333,102.346875006333,102.346875006333,102.346875006333,127.0,0.016810592220491145,0.0,100,100,100,100,100,100,100,100,100,100,100
GET,/api/v0/teas/7975,1,0,7.147249998524785,7.147249998524785,7.147249998524785,7.147249998524785,132.0,0.016810592220491145,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/api/v0/teas/7976,1,0,39.3247909960337,39.3247909960337,39.3247909960337,39.3247909960337,127.0,0.016810592220491145,0.0,39,39,39,39,39,39,39,39,39,39,39
GET,/api/v0/teas/7979,1,0,122.62966600246727,122.62966600246727,122.62966600246727,122.62966600246727,126.0,0.016810592220491145,0.0,120,120,120,120,120,120,120,120,120,120,120
GET,/api/v0/teas/7980,1,0,212.68045899341814,212.68045899341814,212.68045899341814,212.68045899341814,130.0,0.016810592220491145,0.0,210,210,210,210,210,210,210,210,210,210,210
GET,/api/v0/teas/7997,1,0,148.33037499920465,148.33037499920465,148.33037499920465,148.33037499920465,126.0,0.016810592220491145,0.0,150,150,150,150,150,150,150,150,150,150,150
GET,/api/v0/teas/8007,1,0,81.12004099530168,81.12004099530168,81.12004099530168,81.12004099530168,138.0,0.016810592220491145,0.0,81,81,81,81,81,81,81,81,81,81,81
GET,/api/v0/teas/8033,1,0,7.773666991852224,7.773666991852224,7.773666991852224,7.773666991852224,130.0,0.016810592220491145,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/api/v0/teas/804,1,0,71.64441701024771,71.64441701024771,71.64441701024771,71.64441701024771,127.0,0.016810592220491145,0.0,72,72,72,72,72,72,72,72,72,72,72
GET,/api/v0/teas/813,2,0,40,88.46643750439398,39.96137500507757,136.9715000037104,126.0,0.03362118444098229,0.0,140,140,140,140,140,140,140,140,140,140,140
GET,/api/v0/teas/8181,1,0,19.937541976105422,19.937541976105422,19.937541976105422,19.937541976105422,126.0,0.016810592220491145,0.0,20,20,20,20,20,20,20,20,20,20,20
GET,/api/v0/teas/8198,1,0,9.109709004405886,9.109709004405886,9.109709004405886,9.109709004405886,132.0,0.016810592220491145,0.0,9,9,9,9,9,9,9,9,9,9,9
GET,/api/v0/teas/8245,1,0,594.240542006446,594.240542006446,594.240542006446,594.240542006446,129.0,0.016810592220491145,0.0,590,590,590,590,590,590,590,590,590,590,590
GET,/api/v0/teas/8269,1,0,17.786000011255965,17.786000011255965,17.786000011255965,17.786000011255965,134.0,0.016810592220491145,0.0,18,18,18,18,18,18,18,18,18,18,18
GET,/api/v0/teas/832,1,0,111.67504201876,111.67504201876,111.67504201876,111.67504201876,132.0,0.016810592220491145,0.0,110,110,110,110,110,110,110,110,110,110,110
GET,/api/v0/teas/8334,1,0,13.370542001212016,13.370542001212016,13.370542001212016,13.370542001212016,137.0,0.016810592220491145,0.0,13,13,13,13,13,13,13,13,13,13,13
GET,/api/v0/teas/8336,1,0,12.2449170157779,12.2449170157779,12.2449170157779,12.2449170157779,132.0,0.016810592220491145,0.0,12,12,12,12,12,12,12,12,12,12,12
GET,/api/v0/teas/8385,1,0,47.51141701126471,47.51141701126471,47.51141701126471,47.51141701126471,129.0,0.016810592220491145,0.0,48,48,48,48,48,48,48,48,48,48,48
GET,/api/v0/teas/8410,1,0,7.230458024423569,7.230458024423569,7.230458024423569,7.230458024423569,134.0,0.016810592220491145,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/api/v0/teas/8418,1,0,24.040292017161846,24.040292017161846,24.040292017161846,24.040292017161846,138.0,0.016810592220491145,0.0,24,24,24,24,24,24,24,24,24,24,24
GET,/api/v0/teas/8467,1,0,9.649957995861769,9.649957995861769,9.649957995861769,9.649957995861769,139.0,0.016810592220491145,0.0,10,10,10,10,10,10,10,10,10,10,10
GET,/api/v0/teas/8485,1,0,108.26329200062901,108.26329200062901,108.26329200062901,108.26329200062901,127.0,0.016810592220491145,0.0,110,110,110,110,110,110,110,110,110,110,110
GET,/api/v0/teas/8534,1,0,14.233791996957734,14.233791996957734,14.233791996957734,14.233791996957734,138.0,0.016810592220491145,0.0,14,14,14,14,14,14,14,14,14,14,14
GET,/api/v0/teas/8595,1,0,19.6489579975605,19.6489579975605,19.6489579975605,19.6489579975605,128.0,0.016810592220491145,0.0,20,20,20,20,20,20,20,20,20,20,20
GET,/api/v0/teas/8637,2,0,11.306541971862316,39.7574584785616,11.306541971862316,68.20837498526089,128.0,0.03362118444098229,0.0,68,68,68,68,68,68,68,68,68,68,68
GET,/api/v0/teas/8689,1,0,31.177124998066574,31.177124998066574,31.177124998066574,31.177124998066574,128.0,0.016810592220491145,0.0,31,31,31,31,31,31,31,31,31,31,31
GET,/api/v0/teas/8695,1,0,8.944166998844594,8.944166998844594,8.944166998844594,8.944166998844594,137.0,0.016810592220491145,0.0,9,9,9,9,9,9,9,9,9,9,9
GET,/api/v0/teas/8696,1,0,408.38125001755543,408.38125001755543,408.38125001755543,408.38125001755543,129.0,0.016810592220491145,0.0,410,410,410,410,410,410,410,410,410,410,410
GET,/api/v0/teas/8735,1,0,8.185292012058198,8.185292012058198,8.185292012058198,8.185292012058198,131.0,0.016810592220491145,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/api/v0/teas/8770,1,0,156.85170798678882,156.85170798678882,156.85170798678882,156.85170798678882,130.0,0.016810592220491145,0.0,160,160,160,160,160,160,160,160,160,160,160
GET,/api/v0/teas/8772,1,0,12.869707978097722,12.869707978097722,12.869707978097722,12.869707978097722,126.0,0.016810592220491145,0.0,13,13,13,13,13,13,13,13,13,13,13
GET,/api/v0/teas/8776,1,0,127.43862500065006,127.43862500065006,127.43862500065006,127.43862500065006,131.0,0.016810592220491145,0.0,130,130,130,130,130,130,130,130,130,130,130
GET,/api/v0/teas/8778,1,0,173.2886670215521,173.2886670215521,173.2886670215521,173.2886670215521,128.0,0.016810592220491145,0.0,170,170,170,170,170,170,170,170,170,170,170
GET,/api/v0/teas/8789,1,0,15.840957988984883,15.840957988984883,15.840957988984883,15.840957988984883,132.0,0.016810592220491145,0.0,16,16,16,16,16,16,16,16,16,16,16
GET,/api/v0/teas/8827,1,0,16.604250005912036,16.604250005912036,16.604250005912036,16.604250005912036,132.0,0.016810592220491145,0.0,17,17,17,17,17,17,17,17,17,17,17
GET,/api/v0/teas/8867,1,0,28.5232920141425,28.5232920141425,28.5232920141425,28.5232920141425,127.0,0.016810592220491145,0.0,29,29,29,29,29,29,29,29,29,29,29
GET,/api/v0/teas/8909,1,0,22.00500000617467,22.00500000617467,22.00500000617467,22.00500000617467,137.0,0.016810592220491145,0.0,22,22,22,22,22,22,22,22,22,22,22
GET,/api/v0/teas/8942,1,0,679.0182090189774,679.0182090189774,679.0182090189774,679.0182090189774,128.0,0.016810592220491145,0.0,680,680,680,680,680,680,680,680,680,680,680
GET,/api/v0/teas/8944,1,0,10.965374996885657,10.965374996885657,10.965374996885657,10.965374996885657,137.0,0.016810592220491145,0.0,11,11,11,11,11,11,11,11,11,11,11
GET,/api/v0/teas/8945,1,0,12.14737500413321,12.14737500413321,12.14737500413321,12.14737500413321,138.0,0.016810592220491145,0.0,12,12,12,12,12,12,12,12,12,12,12
GET,/api/v0/teas/8969,1,0,39.48604199104011,39.48604199104011,39.48604199104011,39.48604199104011,128.0,0.016810592220491145,0.0,39,39,39,39,39,39,39,39,39,39,39
GET,/api/v0/teas/8995,1,0,10.647625022102147,10.647625022102147,10.647625022102147,10.647625022102147,127.0,0.016810592220491145,0.0,11,11,11,11,11,11,11,11,11,11,11
GET,/api/v0/teas/8998,1,0,148.386249988107,148.386249988107,148.386249988107,148.386249988107,139.0,0.016810592220491145,0.0,150,150,150,150,150,150,150,150,150,150,150
GET,/api/v0/teas/9027,1,0,11.07070900616236,11.07070900616236,11.07070900616236,11.07070900616236,129.0,0.016810592220491145,0.0,11,11,11,11,11,11,11,11,11,11,11
GET,/api/v0/teas/9070,1,0,112.20508397673257,112.20508397673257,112.20508397673257,112.20508397673257,132.0,0.016810592220491145,0.0,110,110,110,110,110,110,110,110,110,110,110
GET,/api/v0/teas/9115,1,0,169.27787501481362,169.27787501481362,169.27787501481362,169.27787501481362,128.0,0.016810592220491145,0.0,170,170,170,170,170,170,170,170,170,170,170
GET,/api/v0/teas/9136,2,0,8,17.003145490889437,7.661749987164512,26.344540994614363,134.0,0.03362118444098229,0.0,26,26,26,26,26,26,26,26,26,26,26
GET,/api/v0/teas/9156,1,0,7.973291998496279,7.973291998496279,7.973291998496279,7.973291998496279,138.0,0.016810592220491145,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/api/v0/teas/9182,1,0,175.98829200142063,175.98829200142063,175.98829200142063,175.98829200142063,127.0,0.016810592220491145,0.0,180,180,180,180,180,180,180,180,180,180,180
GET,/api/v0/teas/9187,1,0,54.73487501149066,54.73487501149066,54.73487501149066,54.73487501149066,132.0,0.016810592220491145,0.0,55,55,55,55,55,55,55,55,55,55,55
GET,/api/v0/teas/9195,1,0,12.808208004571497,12.808208004571497,12.808208004571497,12.808208004571497,129.0,0.016810592220491145,0.0,13,13,13,13,13,13,13,13,13,13,13
GET,/api/v0/teas/924,1,0,26.21787501266226,26.21787501266226,26.21787501266226,26.21787501266226,127.0,0.016810592220491145,0.0,26,26,26,26,26,26,26,26,26,26,26
GET,/api/v0/teas/9275,1,0,83.29229199443944,83.29229199443944,83.29229199443944,83.29229199443944,139.0,0.016810592220491145,0.0,83,83,83,83,83,83,83,83,83,83,83
GET,/api/v0/teas/9303,1,0,49.484999995911494,49.484999995911494,49.484999995911494,49.484999995911494,131.0,0.016810592220491145,0.0,49,49,49,49,49,49,49,49,49,49,49
GET,/api/v0/teas/9317,1,0,62.62345801224001,62.62345801224001,62.62345801224001,62.62345801224001,128.0,0.016810592220491145,0.0,63,63,63,63,63,63,63,63,63,63,63
GET,/api/v0/teas/9324,1,0,15.127082995604724,15.127082995604724,15.127082995604724,15.127082995604724,126.0,0.016810592220491145,0.0,15,15,15,15,15,15,15,15,15,15,15
GET,/api/v0/teas/9325,1,0,6.919000006746501,6.919000006746501,6.919000006746501,6.919000006746501,130.0,0.016810592220491145,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/api/v0/teas/9328,1,0,8.707957982551306,8.707957982551306,8.707957982551306,8.707957982551306,128.0,0.016810592220491145,0.0,9,9,9,9,9,9,9,9,9,9,9
GET,/api/v0/teas/9339,1,0,8.886415977030993,8.886415977030993,8.886415977030993,8.886415977030993,133.0,0.016810592220491145,0.0,9,9,9,9,9,9,9,9,9,9,9
GET,/api/v0/teas/9360,1,0,19.999457988888025,19.999457988888025,19.999457988888025,19.999457988888025,133.0,0.016810592220491145,0.0,20,20,20,20,20,20,20,20,20,20,20
GET,/api/v0/teas/938,1,0,16.942082991590723,16.942082991590723,16.942082991590723,16.942082991590723,131.0,0.016810592220491145,0.0,17,17,17,17,17,17,17,17,17,17,17
GET,/api/v0/teas/9385,1,0,11.60491700284183,11.60491700284183,11.60491700284183,11.60491700284183,130.0,0.016810592220491145,0.0,12,12,12,12,12,12,12,12,12,12,12
GET,/api/v0/teas/9386,1,0,91.51179200853221,91.51179200853221,91.51179200853221,91.51179200853221,138.0,0.016810592220491145,0.0,92,92,92,92,92,92,92,92,92,92,92
GET,/api/v0/teas/9421,1,0,7.36279200646095,7.36279200646095,7.36279200646095,7.36279200646095,129.0,0.016810592220491145,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/api/v0/teas/9426,1,0,73.8642499782145,73.8642499782145,73.8642499782145,73.8642499782145,133.0,0.016810592220491145,0.0,74,74,74,74,74,74,74,74,74,74,74
GET,/api/v0/teas/9490,1,0,120.39474997436628,120.39474997436628,120.39474997436628,120.39474997436628,138.0,0.016810592220491145,0.0,120,120,120,120,120,120,120,120,120,120,120
GET,/api/v0/teas/9534,1,0,93.071666022297,93.071666022297,93.071666022297,93.071666022297,131.0,0.016810592220491145,0.0,93,93,93,93,93,93,93,93,93,93,93
GET,/api/v0/teas/9542,1,0,23.590708995470777,23.590708995470777,23.590708995470777,23.590708995470777,127.0,0.016810592220491145,0.0,24,24,24,24,24,24,24,24,24,24,24
GET,/api/v0/teas/9553,1,0,50.7395830063615,50.7395830063615,50.7395830063615,50.7395830063615,130.0,0.016810592220491145,0.0,51,51,51,51,51,51,51,51,51,51,51
GET,/api/v0/teas/969,1,0,158.95850001834333,158.95850001834333,158.95850001834333,158.95850001834333,127.0,0.016810592220491145,0.0,160,160,160,160,160,160,160,160,160,160,160
GET,/api/v0/teas/9690,1,0,22.179334016982466,22.179334016982466,22.179334016982466,22.179334016982466,138.0,0.016810592220491145,0.0,22,22,22,22,22,22,22,22,22,22,22
GET,/api/v0/teas/9703,1,0,8.398750011110678,8.398750011110678,8.398750011110678,8.398750011110678,139.0,0.016810592220491145,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/api/v0/teas/9707,1,0,8.338207990163937,8.338207990163937,8.338207990163937,8.338207990163937,128.0,0.016810592220491145,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/api/v0/teas/9746,1,0,173.00933299702592,173.00933299702592,173.00933299702592,173.00933299702592,128.0,0.016810592220491145,0.0,170,170,170,170,170,170,170,170,170,170,170
GET,/api/v0/teas/9757,1,0,14.87920799991116,14.87920799991116,14.87920799991116,14.87920799991116,129.0,0.016810592220491145,0.0,15,15,15,15,15,15,15,15,15,15,15
GET,/api/v0/teas/9793,1,0,14.11504199495539,14.11504199495539,14.11504199495539,14.11504199495539,136.0,0.016810592220491145,0.0,14,14,14,14,14,14,14,14,14,14,14
GET,/api/v0/teas/9794,1,0,56.62008299259469,56.62008299259469,56.62008299259469,56.62008299259469,135.0,0.016810592220491145,0.0,57,57,57,57,57,57,57,57,57,57,57
GET,/api/v0/teas/9845,1,0,108.05275000166148,108.05275000166148,108.05275000166148,108.05275000166148,130.0,0.016810592220491145,0.0,110,110,110,110,110,110,110,110,110,110,110
GET,/api/v0/teas/9872,1,0,181.60874999011867,181.60874999011867,181.60874999011867,181.60874999011867,135.0,0.016810592220491145,0.0,180,180,180,180,180,180,180,180,180,180,180
GET,/api/v0/teas/9873,1,0,443.66662501124665,443.66662501124665,443.66662501124665,443.66662501124665,128.0,0.016810592220491145,0.0,440,440,440,440,440,440,440,440,440,440,440
GET,/api/v0/teas/996,1,0,32.642042002407834,32.642042002407834,32.642042002407834,32.642042002407834,129.0,0.016810592220491145,0.0,33,33,33,33,33,33,33,33,33,33,33
GET,/api/v0/teas/9969,1,0,12.362624984234571,12.362624984234571,12.362624984234571,12.362624984234571,134.0,0.016810592220491145,0.0,12,12,12,12,12,12,12,12,12,12,12
POST,/api/v0/unsubscribe,26,0,10,32.51772430891064,7.183540990808979,215.0994580006227,22.0,0.43707539773276977,0.0,10,13,14,14,130,170,220,220,220,220,220
,Aggregated,924,0,25,69.25908585174894,6.550166988745332,679.0182090189774,1605.0205627705627,15.532987211733818,0.0,25,61,97,120,180,240,370,480,680,680,680
